client,default_proba
191314,54.71
217472,18.37
428443,24.74
182886,12.97
437885,10.42
255825,18.73
391968,16.19
128365,14.66
411483,33.42
230055,29.36
300404,68.69
378221,22.55
115152,78.65
155149,28.14
232347,12.14
380686,52.43
422149,12.38
448582,16.51
358802,6.06
348173,16.76
367941,6.22
379753,58.05
352427,54.74
289280,37.67
441755,18.59
329291,12.26
134154,39.2
166795,10.14
341586,27.88
427196,13.43
291911,43.12
365686,38.21
391790,82.42
242099,43.8
377459,28.61
306472,54.53
257327,65.67
140073,21.03
340653,7.92
140020,90.76
152968,21.29
211084,32.37
257962,35.05
251637,46.95
386180,46.59
168756,20.46
240552,12.95
215306,38.63
385082,37.5
227684,84.18
234549,39.36
306531,39.03
257847,32.33
251816,18.44
257633,74.51
420800,36.79
152250,33.37
290092,36.3
207613,22.17
416048,26.01
167087,34.54
256278,16.98
232625,14.0
432346,18.16
422334,41.4
436072,70.98
425250,70.92
353954,12.2
425363,38.58
112678,86.05
439313,51.88
404407,78.31
326158,16.33
348455,50.34
336270,64.12
428037,59.39
376817,37.53
364986,44.35
450845,33.29
379763,20.27
315769,22.06
226814,35.11
356479,73.72
156222,25.21
244501,42.58
413431,12.51
203210,14.86
102061,28.79
374690,36.65
112813,58.09
126937,59.27
284703,6.66
200987,38.62
194707,70.23
323170,34.65
130521,16.26
270746,53.02
356402,64.93
320207,25.26
244615,61.31
409316,77.38
446910,41.04
300676,11.12
319925,30.31
259474,20.66
311624,29.1
325221,64.13
377051,49.06
443831,44.51
136744,26.33
436588,19.72
438241,12.94
366850,78.65
268203,14.22
124529,15.68
120149,23.6
297438,54.2
113407,36.78
283474,29.51
425121,46.51
194968,27.57
346624,11.14
124207,39.04
180767,69.1
175716,60.34
286870,50.19
145727,48.88
402836,16.95
217966,81.62
382185,24.08
244426,72.09
453860,77.84
359791,27.42
366194,15.0
231565,63.93
106244,34.22
263490,46.8
193491,41.92
405135,27.79
441831,51.83
127699,61.07
417172,15.01
209474,57.8
129359,45.65
379901,11.12
353417,38.02
193278,37.51
304848,11.93
156273,4.68
204676,45.71
217578,30.91
343489,43.77
340573,12.42
446565,27.1
126505,31.54
197777,40.36
151523,76.85
213298,26.46
139904,44.89
353207,8.71
356208,52.46
307657,41.98
174877,8.9
175267,33.16
176773,39.88
456142,41.37
339484,22.84
273523,34.13
425691,49.86
179734,51.03
378923,10.04
205813,33.67
288968,45.54
107059,9.36
345263,51.3
225863,41.12
275973,39.02
292830,9.61
246018,25.53
200237,73.57
452308,19.09
245123,50.44
201868,16.59
353147,59.72
218179,43.54
444562,77.27
308471,10.54
181529,57.85
394947,62.86
403784,21.86
204451,80.29
280926,59.35
166648,84.57
397933,40.68
131127,67.51
345206,6.6
103422,30.82
314095,72.74
358982,29.11
338698,67.99
315388,47.5
326841,30.95
173999,46.78
446500,50.47
435685,73.67
149939,52.9
447234,32.63
234790,52.03
252674,22.46
111570,78.23
259480,74.1
106351,19.0
325666,13.89
332386,16.6
348618,80.47
413711,7.38
159574,23.39
357761,16.77
129827,17.29
300912,20.63
147255,32.06
228096,30.59
231815,22.28
348378,47.84
445605,9.0
177912,89.79
313056,21.74
107663,81.41
101284,39.39
190700,34.18
384659,23.24
245888,38.27
159708,56.52
440807,20.74
116678,37.28
357414,45.68
382559,21.28
139140,56.35
319499,17.01
297535,43.89
361134,91.55
353630,48.68
234532,74.77
450049,24.46
401222,32.14
323228,70.91
234211,41.57
198480,50.23
454726,31.42
114351,12.17
284262,31.26
304948,82.59
286032,29.24
152121,76.46
229445,57.97
181740,39.97
247084,24.37
243346,16.1
156503,69.43
151944,17.01
160463,40.95
211871,34.38
128041,72.31
452554,14.57
125651,18.07
350640,42.44
314119,61.43
262930,31.03
371261,50.22
333905,65.83
184151,63.55
384958,71.3
228292,45.97
107098,65.72
455966,70.06
137531,21.44
235981,35.82
403245,36.12
387145,63.07
368298,45.2
408415,5.84
450315,77.81
165275,23.37
125420,32.84
234191,27.29
305780,55.48
438418,67.32
445057,65.32
124488,19.44
350227,20.7
422493,24.43
183149,14.05
435604,7.94
451264,57.16
316051,46.51
142469,48.24
100870,22.59
332431,57.88
314634,30.19
447857,83.31
439009,45.69
429076,74.15
364741,39.05
212118,11.77
363878,64.27
375230,30.69
323201,24.82
404438,40.38
110943,10.49
356761,15.79
442977,27.35
412736,54.93
428338,59.34
165878,46.19
297867,20.03
105460,48.9
267378,75.73
141858,28.49
252017,33.58
401117,61.92
251824,42.78
384427,24.21
253095,29.81
414018,17.57
229160,65.38
285260,62.9
151297,35.37
348350,17.07
370243,67.23
450540,63.93
428182,24.13
287561,53.37
423833,66.48
348427,37.87
135942,25.04
296629,34.39
425541,19.27
259129,47.98
306487,28.98
419365,42.75
405476,27.3
230441,8.75
314293,39.07
454526,44.49
433773,15.05
298786,56.26
289867,18.39
454580,63.29
191295,60.08
325336,69.56
346922,68.91
377056,46.1
167910,61.11
276158,15.47
449058,83.56
447811,42.81
172252,21.0
355021,20.26
371133,9.32
274212,35.42
258903,26.16
440833,43.07
181664,16.96
412706,23.04
273082,33.65
386961,24.61
337385,37.72
189221,41.4
222376,41.09
218324,18.5
422258,18.72
372849,57.97
424814,15.86
230207,50.67
224694,22.9
318461,54.93
371589,36.82
386386,45.13
372835,28.9
292367,46.46
114379,52.22
448316,53.27
127842,72.78
358481,11.56
210696,34.6
287901,14.31
419987,84.56
167205,56.14
281274,77.39
388443,10.51
182828,19.51
388484,70.19
441283,20.3
299079,85.61
134105,22.53
187624,82.5
443210,31.28
136789,16.21
106042,37.1
189642,41.22
314899,18.32
428794,29.14
102618,26.49
107118,16.48
389839,59.16
364271,74.92
327271,64.05
166295,51.38
362195,31.04
417835,5.04
161879,20.27
218698,58.69
412103,27.99
230980,57.75
382512,25.14
294232,25.81
328162,85.22
290563,40.09
211777,48.31
404763,33.01
345391,60.24
294473,29.2
448124,71.96
305018,72.83
294407,47.83
358692,19.69
319885,56.33
286534,26.13
440407,55.26
252238,27.33
302286,34.84
381977,42.97
347696,34.73
211593,15.8
264286,54.3
194347,59.31
115221,10.45
388787,30.28
192895,55.63
285710,29.73
135743,43.67
355070,60.94
159611,30.28
425539,53.41
159790,21.64
100338,27.99
191089,71.34
368373,47.48
335171,19.34
345602,44.29
181638,9.71
259907,56.26
209681,73.14
207269,50.0
257227,25.48
399363,49.75
266622,85.56
119905,83.76
346810,18.88
219228,27.13
405663,25.54
231639,48.92
219701,14.47
359490,14.36
120910,60.73
356540,54.98
362309,49.43
112840,41.88
424983,53.35
179746,39.86
447807,37.21
345944,49.61
155242,47.93
249312,16.35
347780,22.63
202176,85.47
101475,17.34
379754,24.29
290879,21.66
202607,24.16
353261,42.5
329467,29.11
359366,13.66
419666,29.62
370311,38.76
185694,40.81
190729,18.38
415398,17.9
216434,16.4
331280,12.68
179935,20.36
426274,46.59
238588,83.55
402413,58.27
328518,31.5
237945,54.47
133054,37.43
162726,36.13
419624,18.52
221066,58.02
168128,9.69
410869,23.98
146769,29.61
397895,52.96
210185,39.24
329996,54.51
342552,15.04
187002,65.95
277808,46.05
164390,10.14
120299,64.83
170951,69.83
130361,38.88
122152,52.73
176857,10.09
171010,43.6
414025,57.02
297694,14.17
226443,63.43
161273,36.95
321573,18.18
143716,59.55
238532,47.69
227045,35.23
316667,21.56
412375,32.5
169858,20.95
439192,47.17
322394,19.75
215356,23.21
322628,54.53
259518,64.01
106685,31.03
341624,49.43
105254,78.74
288587,48.35
428777,13.31
264279,22.58
182267,32.43
346579,41.74
268886,68.68
186738,22.72
349870,47.81
149111,34.65
145037,64.82
160364,21.94
246981,47.18
348768,22.76
118688,31.89
232182,20.09
248086,41.63
213585,12.16
242703,19.44
339830,23.88
451486,34.75
255063,16.73
449029,57.51
118715,38.93
196049,56.09
118765,16.92
184362,71.12
149674,59.24
416377,54.35
247992,15.08
450957,30.25
419626,19.67
290360,82.22
125597,8.91
180196,61.36
272174,5.74
196913,43.65
317141,54.04
324610,21.3
168667,47.22
368283,41.06
315739,25.6
230750,62.5
114153,32.18
163358,30.75
133991,30.93
439508,64.85
415554,87.94
137084,24.79
414012,84.35
371915,13.23
441430,7.28
151790,82.76
246260,45.46
269928,66.72
117806,38.25
103221,13.64
337020,67.18
381964,29.46
255790,34.42
293152,71.91
192363,76.84
200955,26.57
420758,30.26
267040,56.1
150066,13.26
122369,13.32
326909,10.47
200328,22.47
421419,33.19
240617,21.56
425772,19.22
276204,88.2
338485,43.58
154130,45.25
171897,86.59
320580,19.41
319593,33.81
304567,30.98
236892,50.77
429990,75.45
368875,36.56
324632,20.34
143865,38.22
189745,67.55
128644,36.18
321727,79.66
387044,63.36
327821,56.87
177347,57.35
445329,28.61
139680,47.19
177707,26.54
380316,67.22
178211,21.0
167124,29.48
109695,32.31
380284,45.65
168347,14.64
219037,48.89
381618,14.63
224677,57.58
447010,14.49
432575,24.17
407618,17.36
101556,10.51
437746,35.05
133553,79.68
192197,44.85
225052,5.68
336496,11.74
201791,38.41
292016,14.86
452261,37.26
268054,38.26
314534,49.04
363487,19.29
252825,79.72
228452,35.21
100944,65.48
262289,41.99
122503,7.61
117366,63.04
136783,83.78
340243,59.35
225402,29.39
365980,49.55
404055,25.04
227791,58.02
246313,78.68
120511,31.27
289672,46.2
124292,66.63
402949,41.49
361664,21.96
371775,36.86
229070,20.25
385388,70.13
112009,31.76
373173,20.9
214353,65.44
175087,32.52
218828,63.65
339982,12.12
193285,30.96
407240,23.15
364626,21.95
377609,26.21
303981,77.27
337749,21.36
201582,27.25
113252,15.55
315435,31.63
285982,51.81
343935,87.87
186447,19.72
150489,46.14
214965,74.77
370587,29.44
357230,38.1
185439,66.1
218071,18.54
439778,85.7
104177,64.58
283268,26.2
373100,74.0
223749,65.24
126742,55.57
377110,27.81
165041,24.17
420202,34.12
105029,27.35
125971,46.16
294752,35.03
151226,14.87
216591,13.17
127408,77.35
422384,42.17
392922,19.03
412799,25.26
284823,92.8
361987,54.18
134630,30.72
303094,74.84
307470,17.33
254134,31.59
102358,31.88
281352,44.32
303185,33.88
108800,59.72
437139,37.84
256176,10.72
219458,29.08
423757,41.82
316359,73.73
385294,67.32
194448,61.35
240128,87.28
287772,25.41
386726,22.5
413019,11.13
435844,20.13
159023,24.62
221514,26.82
276451,13.4
392932,36.06
318101,38.46
294262,42.65
163520,34.99
391797,14.74
102041,14.56
295657,26.55
203346,36.85
154437,16.54
166556,79.58
412748,75.64
334870,8.03
314905,51.98
235199,30.56
220279,37.78
389355,37.16
339374,46.89
421105,47.53
275227,62.09
438377,11.99
147868,79.73
203851,21.61
282565,32.71
421941,50.2
229513,30.11
105174,7.75
337406,28.9
331819,47.94
407122,55.31
298371,86.75
105645,19.17
432659,34.77
291167,81.32
274946,49.67
135448,19.63
133143,13.73
130200,50.8
168382,19.95
397302,76.1
408858,68.15
291219,42.38
219875,62.01
150039,16.54
125347,10.31
191467,77.34
416420,56.0
449315,74.72
202937,43.08
144614,35.15
380938,52.06
253547,24.43
147986,13.6
154790,11.88
437002,54.26
374468,15.58
342601,24.67
317238,28.65
277769,35.94
317759,93.67
236505,15.49
148554,23.87
235086,67.1
164297,37.34
191949,63.99
223933,67.98
300111,41.67
272368,17.67
417571,86.05
346225,13.11
106117,21.64
390623,21.22
145581,38.88
417296,40.03
455465,22.38
355397,49.45
229688,23.96
425452,83.07
157272,60.97
166445,53.86
112864,30.51
384903,24.94
387095,46.41
387384,36.25
375599,37.59
259925,36.4
445659,17.48
312934,51.09
258748,58.19
452949,63.98
232350,27.08
340552,53.03
328513,30.9
151624,86.94
289255,16.88
445613,57.44
369091,46.46
190359,52.58
328094,33.3
103489,16.86
455699,69.71
314036,22.13
303072,15.2
324980,55.46
395278,32.05
190415,11.48
283765,21.21
280525,17.4
356424,46.2
237542,52.97
231966,13.81
379850,29.94
438760,5.42
135040,12.42
204172,43.43
128701,46.81
449195,34.93
124279,45.33
351363,47.96
449212,32.85
261032,24.05
138551,47.57
220566,62.65
266050,33.77
269425,28.95
451151,26.8
373907,15.6
209381,12.16
407500,42.0
145652,30.06
247937,13.08
211185,81.61
389785,39.81
455528,36.97
376108,57.65
329013,43.07
439836,33.51
405346,49.66
296511,64.38
377919,25.61
287997,39.01
408153,30.91
102195,20.42
106837,17.65
128425,17.65
273685,34.86
271080,17.3
361694,65.49
352039,76.96
343927,27.04
231550,10.0
255170,78.8
134311,76.43
116518,15.89
268640,18.05
111986,18.05
443158,30.77
430964,32.09
406159,9.97
449631,11.4
235694,9.54
234250,43.1
388188,11.99
399323,47.52
428343,10.37
233793,67.15
389973,72.56
436702,26.09
195221,69.8
203242,46.01
407570,65.71
338237,85.7
162180,70.13
369074,72.24
321052,52.01
277657,55.11
152554,9.5
324802,29.37
330157,53.68
156579,21.03
308144,23.62
368905,24.95
347549,73.98
420311,21.89
152700,9.64
293512,35.63
353763,42.75
358706,52.91
213746,12.35
342752,25.0
219156,34.33
148186,25.57
107170,33.9
221720,15.53
444561,41.08
313221,61.91
218416,80.91
380342,38.51
317435,66.35
377270,11.65
445963,36.73
344857,49.04
246271,71.5
186215,29.04
122709,71.38
314823,19.83
323489,19.29
431707,19.38
325101,26.18
199085,33.75
147756,33.58
107173,35.41
211088,21.72
393103,29.64
107164,16.46
277343,61.64
110268,39.47
208838,57.44
186472,12.08
387991,42.5
221370,78.48
456204,30.92
200166,58.96
277209,47.61
361768,68.94
420556,58.52
352253,19.59
167913,67.18
166518,22.64
180262,22.15
362828,45.95
364648,53.1
421801,10.18
206002,40.7
436925,11.51
359703,64.6
124394,62.82
228400,74.06
182069,16.22
374672,14.89
344932,21.71
213582,45.92
413400,9.02
236557,21.38
328480,18.66
359472,72.68
179046,41.18
454116,9.81
185016,19.25
440722,41.24
234390,23.48
232601,27.7
308539,92.83
187025,22.3
147608,55.11
105986,8.6
217986,35.54
433299,54.65
103450,30.04
280721,61.48
321686,55.81
173105,58.9
443987,40.11
340053,45.98
187099,21.12
311287,45.69
185734,30.36
198918,71.95
369905,66.31
327362,29.47
132245,19.01
341854,26.37
235221,32.37
263853,81.86
405034,45.33
230736,27.42
173515,58.94
393435,35.11
445248,57.79
401648,46.19
454684,60.75
247164,26.67
265724,24.13
172361,24.13
160513,15.33
294492,6.98
394333,52.23
231227,17.53
330913,11.55
274549,26.63
262517,23.15
446796,47.69
424886,51.01
145739,41.29
414840,69.27
332975,43.86
441164,14.0
293187,71.28
246344,10.6
331587,31.69
317763,29.13
142193,12.35
181190,43.3
199702,15.62
407804,35.23
375152,49.21
392096,34.54
440644,53.85
218940,43.86
404591,41.58
305879,68.38
194657,78.58
241843,10.73
396135,32.21
205228,24.28
355594,12.98
327648,17.0
179965,47.27
419080,27.55
334024,30.86
212688,61.56
241258,10.8
103559,29.11
419983,62.57
198066,29.21
405865,77.27
255093,87.81
118683,30.59
326595,42.35
440379,46.49
107177,13.1
311191,27.1
202810,21.11
194920,76.44
422440,21.85
154617,57.95
421364,39.03
385870,11.95
203435,57.55
178423,8.41
173022,10.38
342968,65.45
146223,22.16
381565,43.25
406015,54.31
365250,25.69
299936,19.09
402813,82.41
153322,56.62
174579,31.36
214442,54.81
430212,16.7
121903,25.81
156122,54.43
189235,26.6
273532,57.5
114915,71.4
204473,8.14
188461,43.17
261508,27.8
223684,14.88
396972,31.94
269256,78.63
381699,59.65
401994,28.64
397581,18.17
340839,10.72
428400,71.82
105980,46.43
352486,22.54
350192,21.66
316891,34.75
293884,26.32
324661,71.11
220498,30.15
104365,17.82
382645,49.18
164570,10.93
397076,37.95
309567,13.97
163996,24.15
107700,25.03
152743,19.14
333382,29.99
130863,65.52
140459,48.29
131685,28.73
455250,63.52
231493,24.46
112858,59.22
283995,10.14
191891,83.46
119505,72.9
222708,69.8
196754,27.55
130122,61.65
134952,65.31
253179,32.79
422887,34.4
337609,46.08
247800,42.65
419112,43.24
423082,59.03
145774,70.87
326914,64.39
278747,12.2
184620,12.29
212678,52.01
375035,63.28
372152,17.36
238602,60.64
270209,40.19
388584,22.89
343427,74.7
146332,59.54
108950,23.74
254713,24.32
102400,12.39
415881,34.86
216157,47.67
213145,36.23
118792,17.84
342813,66.82
161271,6.5
396965,25.24
258180,35.6
377260,86.45
380436,26.6
425492,36.28
312661,39.51
282953,89.13
454955,16.35
275636,25.15
236763,26.39
113753,10.51
163730,12.81
179492,14.45
122144,41.02
419425,22.8
429660,37.17
241058,57.11
371377,80.15
440520,69.11
143989,59.53
176719,77.1
156481,59.47
300270,17.9
397574,14.11
233560,13.72
401841,9.82
439877,26.09
313874,22.48
385836,67.39
310441,60.74
156804,24.99
225144,12.98
230930,69.07
296342,35.77
295119,51.36
381996,76.07
407063,22.02
399245,16.93
432670,34.48
268011,46.26
233870,21.66
104739,71.25
268585,24.76
330860,38.78
344312,72.63
200034,31.11
334003,74.85
372309,13.91
335821,58.12
294043,56.54
447157,23.85
165943,57.27
308092,74.1
120017,66.97
269971,14.96
400838,39.1
218259,40.51
263457,70.67
413085,34.81
354283,45.94
426370,31.72
330064,74.7
166092,13.68
295138,23.0
361859,24.76
286827,49.59
109504,32.1
304850,34.05
296657,14.35
238655,16.09
335878,17.81
214854,18.14
313136,13.65
140309,20.34
178767,12.65
247866,28.6
346025,50.44
329314,21.81
262093,15.32
344136,28.62
259806,33.03
151122,76.01
189450,23.1
306400,11.1
145517,20.76
210153,38.3
119529,45.78
126881,44.13
348477,51.97
214095,24.64
226379,11.82
181921,37.81
297149,17.74
242142,41.56
181549,33.18
240050,73.96
222913,48.29
202089,13.64
263191,39.79
216724,30.75
393404,39.95
427687,76.51
324455,44.88
102170,15.12
416536,45.72
323648,12.65
401020,22.94
356351,42.09
120171,29.89
220191,61.63
100316,20.62
343770,37.77
344687,32.83
415057,78.67
248780,80.25
110833,21.29
407183,37.25
195393,76.32
239582,7.98
430665,53.24
251118,23.42
369458,30.84
161554,18.22
287064,52.36
161462,52.99
360749,71.77
170230,69.03
408893,34.32
154126,35.36
414633,37.33
408238,41.35
296046,16.33
321064,40.9
374737,7.37
139167,11.69
326522,21.32
135577,21.29
318528,34.15
372914,25.6
136960,43.1
228022,22.82
185702,27.24
132437,24.77
305433,24.31
142888,31.23
442292,17.35
328233,19.79
375687,18.1
135508,73.19
247248,28.88
433531,7.01
405983,16.83
271554,43.87
408219,27.25
137103,9.07
118445,19.04
124104,31.45
282445,75.85
418034,61.08
363648,36.85
414680,68.2
174031,47.44
403375,64.78
444125,33.3
364581,42.52
410145,26.76
351685,29.41
424093,16.71
355370,42.97
238387,47.95
189755,15.93
288290,69.7
439498,19.6
129127,41.32
370795,21.38
434453,32.38
330887,93.11
200464,20.9
247399,29.63
223159,38.36
229335,61.37
278295,31.75
211199,65.68
119508,9.99
169223,28.34
224681,22.55
180714,15.02
375849,69.96
208316,12.84
357671,75.38
433327,12.19
338632,78.73
348840,60.13
411952,33.97
197759,30.58
325600,42.77
362239,16.12
269005,61.03
157538,27.74
422866,19.42
222691,42.7
327988,13.4
283649,53.16
432093,23.13
220958,6.93
428305,16.84
314504,51.64
120846,25.16
123240,36.35
217841,26.58
126140,63.96
125459,15.81
326892,35.09
155393,6.63
446741,83.14
284738,39.12
236687,15.15
207118,77.36
140416,36.87
441448,26.66
242612,33.43
361263,17.71
198396,18.6
152752,80.51
304871,61.39
324794,58.85
362603,47.44
130836,63.5
226347,59.18
374889,7.64
232241,20.46
130607,10.52
386958,75.94
304145,27.83
227611,79.5
150527,24.69
269427,22.65
162781,38.45
430915,20.87
226252,54.72
300427,77.65
447342,28.87
295967,45.22
144822,56.43
127761,15.28
212541,82.34
300529,71.53
100281,21.07
134431,50.58
390147,74.7
320239,30.79
328081,28.42
307681,47.09
146477,71.82
171286,77.38
255110,20.36
438156,19.11
374232,65.85
352934,22.98
434745,27.64
140377,66.61
360230,22.57
115641,33.61
316560,14.92
313467,18.01
272484,76.63
147174,16.36
312496,81.01
216279,79.25
438419,31.36
320918,26.6
107348,46.2
324286,50.49
391242,43.3
311543,30.83
141351,47.14
416408,36.24
449310,38.0
153772,17.83
144668,79.8
346533,41.51
146913,32.86
303550,87.52
308976,20.08
360668,47.11
413839,20.68
174530,56.41
444404,8.58
168976,31.34
335738,15.91
452150,13.13
140557,61.35
277520,63.88
237246,34.26
125641,38.64
219375,21.6
411514,21.79
295315,78.75
299545,38.18
308830,52.31
110373,75.82
296608,51.6
377428,39.39
141289,42.88
248651,50.88
387480,11.74
452751,52.32
422200,11.69
353990,50.82
235537,21.23
391311,16.99
411006,58.03
136089,15.36
400847,56.65
102983,53.72
377732,24.73
401976,37.89
405141,45.87
167102,25.97
115048,27.21
395833,68.34
172034,30.62
384189,69.09
417855,27.66
311379,20.97
166240,7.31
128629,32.57
107120,13.96
454887,62.12
107855,87.37
109720,17.29
312462,43.12
371434,32.61
240327,61.89
155355,31.3
419407,46.9
317722,15.82
296291,25.01
383992,5.14
290335,30.73
149504,58.65
166139,21.44
263604,20.29
293992,39.78
109317,20.97
140710,38.57
288614,77.68
301797,39.44
260232,39.44
362024,45.24
327770,44.64
269745,79.94
157390,20.37
201406,41.47
126800,26.75
113968,19.11
145211,11.0
221759,82.0
398072,27.14
126169,47.8
262096,50.22
305802,52.22
269747,71.51
426917,71.18
187257,23.49
452902,9.16
285705,7.21
402727,35.63
244083,23.88
339717,89.69
334188,88.79
442396,71.42
210423,38.12
291815,15.63
440302,48.96
341760,21.19
369174,52.0
398392,48.11
416046,56.62
358452,62.36
265400,36.06
180846,6.79
378801,28.49
351563,32.07
322955,40.45
228033,14.33
341171,27.58
346026,19.64
129848,58.08
366736,46.74
441757,83.01
188308,40.72
363437,24.62
388714,18.2
129327,34.01
138222,21.52
310849,86.03
259957,77.63
284521,33.83
181765,26.09
277761,16.47
160095,59.73
165534,16.55
149847,59.98
287411,85.79
339230,25.98
118613,17.37
232691,67.84
114183,53.73
295067,80.99
231704,42.03
429927,20.17
251026,12.59
126240,23.38
289121,10.91
441360,9.36
208834,25.36
420564,17.73
310678,52.42
152761,8.97
101054,26.34
255439,20.99
440377,49.0
274763,43.43
141799,28.46
332807,19.5
330151,81.52
227194,37.17
222813,81.4
429082,33.92
235494,11.57
124910,53.26
210802,50.6
428125,49.5
286100,66.45
273992,14.27
284988,36.53
420433,51.08
365670,28.46
145156,58.19
203837,32.25
373146,66.5
130944,28.89
101681,24.06
391422,35.13
426849,27.6
330419,76.91
361934,12.13
210269,33.8
437129,89.98
404504,19.2
203342,27.44
439622,33.03
280019,61.29
120029,74.66
349665,8.86
130195,26.81
129746,16.29
308014,23.15
254061,24.04
327331,37.01
113192,85.2
207717,23.18
120383,20.73
243069,27.22
446705,64.41
169516,45.88
183043,31.72
445402,19.33
426377,40.92
232143,36.04
328170,18.44
357313,80.21
185898,65.0
246781,69.36
206536,62.14
223313,40.22
418481,22.74
393876,56.57
422408,21.88
243135,26.36
374515,28.98
399096,19.22
287627,32.55
264668,45.02
224250,35.28
333711,11.07
310535,55.74
165356,33.65
350409,77.15
248557,30.46
401267,45.4
280479,70.67
249918,82.44
125437,39.39
230850,7.8
120153,18.35
285437,17.38
450325,23.61
380513,44.27
356851,25.19
168094,72.7
358863,20.12
140919,35.79
407589,36.93
129493,22.33
398990,49.83
320002,67.16
295027,21.98
385239,65.67
154452,79.03
158894,65.96
138453,33.13
245562,24.63
387017,42.46
180044,9.4
455772,76.81
102885,16.19
230652,32.3
306096,47.38
279687,54.74
270946,27.7
145899,49.3
115361,30.05
373637,52.38
276087,21.86
421969,54.88
204523,9.69
204329,23.06
264857,52.92
184729,27.87
251596,85.26
127763,84.43
439399,52.86
112646,32.94
264073,47.78
445326,11.15
452486,48.87
281191,44.32
386937,21.28
143934,42.27
434919,22.82
127523,8.68
356950,27.6
214613,32.44
255518,63.02
176010,23.86
257835,46.31
169715,29.35
368394,67.09
302622,18.47
222523,79.99
230128,69.68
175036,22.16
154908,23.44
301051,21.16
297608,71.37
112202,78.24
356147,17.19
342461,42.28
289039,39.77
402191,28.63
298411,79.09
181580,19.25
428093,42.45
216394,44.11
231964,50.83
320320,23.57
317767,15.62
174786,83.6
228180,9.96
354939,50.18
131595,35.27
395817,19.61
293994,47.77
156871,28.48
365886,42.67
243400,69.74
266772,15.9
317924,9.07
113579,66.45
335186,78.94
376987,57.06
426355,50.75
330027,30.23
175533,41.39
281588,7.74
442281,15.79
326665,54.92
212043,15.94
167180,43.19
440876,13.59
170933,22.21
439224,20.17
212364,28.85
157821,21.97
250076,53.65
197049,86.81
362762,29.12
327553,27.83
174309,45.59
144699,15.47
381396,41.98
120925,18.11
227206,80.28
299420,22.64
273746,82.42
260431,19.08
398398,46.17
390515,16.24
205917,15.88
307021,68.83
152341,16.11
420649,20.14
429162,12.65
102250,19.19
180704,25.41
365513,29.46
169777,63.98
243765,62.07
435643,57.67
153211,33.83
310754,49.71
256989,60.78
108277,49.13
177748,23.75
420544,35.22
144067,63.05
185852,12.32
295427,69.49
346520,66.37
419452,28.11
393333,30.45
359264,91.26
283629,52.13
223508,62.11
109675,21.49
226995,27.99
229627,51.25
145858,15.87
159531,68.92
372540,27.52
123315,20.44
103518,65.98
117494,77.23
139582,44.02
262318,53.18
268991,35.92
208305,21.54
146324,44.7
224121,44.17
367423,59.89
144292,55.05
273115,24.57
361265,35.44
400145,29.64
376900,27.88
324284,70.36
384248,22.29
154568,36.51
298227,48.47
349339,44.02
189521,23.3
419096,38.59
438685,24.26
267765,44.32
110175,43.27
174348,54.77
282897,17.28
445526,18.7
341108,26.73
439225,47.52
150706,40.31
303826,44.2
402593,27.27
211559,18.0
450120,60.85
435198,63.39
415847,64.33
349577,17.33
405148,22.03
155454,22.65
107901,88.5
338686,61.86
166133,53.1
421634,42.13
366859,77.4
139911,83.18
286496,84.1
318247,50.49
355783,46.85
132157,37.12
416919,62.83
184851,33.94
429044,5.48
139994,61.68
150366,21.19
160046,70.03
348300,44.95
425142,49.78
257027,40.98
261087,22.41
450766,26.37
209366,76.88
372121,69.01
422126,63.05
433708,27.63
112929,20.59
122508,33.23
233472,36.36
314034,82.73
305419,89.76
175102,53.92
221460,49.53
422495,10.59
144895,78.6
277125,52.65
439174,29.25
308162,11.52
364325,17.67
297544,52.77
242386,54.19
211616,30.83
348412,20.6
113665,22.12
424066,35.1
158358,31.97
317366,11.52
289456,30.98
315722,88.8
341948,21.94
130835,53.44
220731,10.31
450231,56.41
103262,62.11
172381,50.15
380778,22.15
389863,79.88
134820,19.48
358402,46.1
410334,22.97
250758,23.04
281371,35.79
188468,52.1
411640,26.48
344209,13.57
296473,27.72
333599,75.22
182177,70.87
171925,14.75
212128,13.89
174864,49.53
379298,28.7
105636,69.62
439913,14.45
108117,76.63
427240,65.62
394020,68.77
399856,82.37
252861,68.34
164366,42.05
254138,10.97
288497,50.29
290040,56.33
108970,45.42
205742,57.44
450352,17.81
245067,85.58
402164,9.6
428851,50.53
294949,74.46
190174,24.89
377530,66.68
258079,72.33
277090,24.07
390801,25.28
236341,43.75
247361,15.01
315338,15.03
285873,33.52
319816,24.31
403212,26.57
334198,84.09
436320,60.3
420272,18.25
135663,53.12
205809,76.45
262601,9.54
243159,81.11
109739,40.6
203236,25.27
430783,48.11
437784,32.45
210560,22.94
301428,29.64
360694,31.97
356101,12.63
433740,64.97
118820,22.11
180307,23.51
148756,19.32
410254,46.3
144605,44.98
215378,49.61
323610,73.2
105465,47.76
428728,21.98
188978,20.74
282927,7.79
290286,14.91
109049,19.43
433460,29.72
209372,80.62
328482,41.1
353767,27.44
417512,37.69
123282,60.02
112250,10.85
189561,85.6
165117,41.4
408634,13.98
452128,88.18
261378,27.73
233748,31.61
404115,44.79
113860,29.11
193583,60.7
205335,29.04
267015,31.52
148077,24.1
176697,20.09
167000,23.4
411947,9.17
372636,8.64
159502,74.86
338117,23.25
214778,12.99
